,quantity,month,city,평균기온(°C),일강수량(mm),일 최심신적설(cm),최대 순간 풍속(m/s),최저 해면기압(hPa),,합계 일조 시간(hr)
7926,2067650,12,고창군,9.8,6.5,0,10.8,1013.1,,0
7927,1998850,12,고창군,4.5,5.5,0,14.2,1014.3,,1.4
7928,2342950,12,고창군,4.2,6,0,8.2,1019.1,,0.4
7929,2762500,12,고창군,5.1,0,0,6.1,1024.3,,0.9
7930,2887000,12,고창군,3.1,0,0,5.7,1026.5,,3.1
7931,2224650,12,고창군,2,0,0,6.4,1028.6,,8.6
7932,2067500,12,고창군,3.8,0,0,6.6,1030.7,,8.7
7933,2070700,12,고창군,8.1,0,0,4.9,1024.7,,4.1
7934,1285900,12,고창군,10.7,21,0,8.5,1010.5,,0
7935,2216400,12,고창군,8.2,0.5,0,6.2,1010.5,,0.1
7936,2180100,12,고창군,8.1,0,0,4.1,1021.8,,0
7937,3062200,12,고창군,9.9,0,0,5.3,1020.7,,6
7938,2120950,12,고창군,8.9,2.5,0,6.5,1016.3,,0
7939,1841750,12,고창군,7.7,1.5,0,8.6,1017.5,,0.7
7940,1560400,12,고창군,2.6,8,0,12.1,1018,,2.4
7941,1152000,12,고창군,-2.1,10,0,5.6,1023.1,,1
7942,1900350,12,고창군,-0.4,0,0,3,1030.7,,1.4
7943,2036200,12,고창군,2.3,0,0,4.6,1032.7,,7.2
7944,2493650,12,고창군,3.4,1.5,0,2.3,1025.5,,0
7945,2047850,12,고창군,5.4,0.5,0,7.8,1023.4,,2.5
7946,1454650,12,고창군,4.1,1,0,4.7,1023.5,,5.9
7947,1715250,12,고창군,6.2,4.5,0,4.9,1020,,0
7948,1833800,12,고창군,4.1,0,0,8,1019,,5.2
7949,2036400,12,고창군,1.8,0,0,6.9,1019.9,,8.5
7950,2149650,12,고창군,5.6,0,0,7.8,1018.7,,3
7951,2261950,12,고창군,-0.2,0,0,7.7,1024.4,,7.3
7952,1899750,12,고창군,-0.7,0,0,7.7,1031.8,,5
7953,1743400,12,고창군,-0.1,0,0,6.4,1031.3,,8.1
7954,1685750,12,고창군,2.9,1,0,5.2,1026.7,,3.9
7955,2066000,12,고창군,3.2,2,0,8,1027,,4.4
8375,27671000,1,광양시,-1.3,0,0,9.8,1021.4,,7.4
8376,14162000,1,광양시,0.3,0,0,7,1019.4,,8.7
8377,34638000,1,광양시,7.2,10,0,2.2,1008.7,,3.8
8378,15042000,1,광양시,4.9,5,0,8.6,1005.7,,9.1
8379,14562000,1,광양시,-0.1,0,0,8.5,1016.6,,8.6
8380,13961000,1,광양시,0.7,0,0,9.2,1021.4,,9.4
8381,14565000,1,광양시,2.9,0,0,9.3,1022.2,,8.6
8382,11322000,1,광양시,4,0,0,7.8,1021.2,,9.4
8383,33680000,1,광양시,1.2,0,0,7.6,1027.7,,9.3
8384,13591000,1,광양시,4.1,0,0,3.7,1029.9,,5.8
8385,14578000,1,광양시,5.5,0.2,0,4.2,1019.3,,0
8386,11728000,1,광양시,6.8,0,0,6.4,1018.2,,6.3
8387,14015000,1,광양시,3.5,0.1,0,8,1017.3,,3
8388,12399000,1,광양시,1.3,0,0,9.1,1020.4,,9.4
8389,32672000,1,광양시,4.5,0,0,11.3,1018.4,,8.8
8390,13980000,1,광양시,3.1,0,0,4.7,1024.8,,8.5
8391,14397000,1,광양시,5.7,5.5,0,4.4,1017,,0.4
8392,11879000,1,광양시,5,0,0,5.3,1014.7,,2.7
8393,15857000,1,광양시,4,0,0,4.4,1019.4,,8.5
8394,11172000,1,광양시,4.4,0,0,5.2,1022.8,,9.2
8395,30135000,1,광양시,8.7,1.5,0,6.8,1015.4,,1.6
8396,15156000,1,광양시,2.8,0,0,8.1,1018.8,,5.9
8397,8605000,1,광양시,1.6,0,0,6.4,1023.4,,7.5
8398,12024000,1,광양시,4,0.4,0,7.3,1021.9,,0
8399,13276000,1,광양시,1.6,0.5,0,9,1020.6,,8.2
8400,11191000,1,광양시,-0.4,0,0,7.1,1026.9,,9.9
8401,32216000,2,광양시,3.9,0,0,3,1027.5,,7.8
8402,13770000,2,광양시,4.6,0,0,4.4,1024.6,,7.7
8403,15519000,2,광양시,3.5,0,0,11.2,1018.6,,8.9
8404,10768000,2,광양시,2.4,0,0,8.1,1019.9,,9
8405,14020000,2,광양시,3.7,0,0,5.4,1022.5,,9.4
8406,10785000,2,광양시,3.9,0,0,8.7,1018.3,,5.4
8407,31368000,2,광양시,-2.7,0,0,9.2,1024.3,,10.2
8408,12653000,2,광양시,3.9,0,0,8.7,1015.5,,9.1
8409,15321000,2,광양시,6,0,0,6.4,1010.6,,4.9
8410,12604000,2,광양시,2.6,0,0,9.1,1009.6,,9.7
8411,12360000,2,광양시,1,0,0,8.4,1016.9,,10
8412,11335000,2,광양시,4.4,0,0,8,1019.4,,10
8413,31109000,2,광양시,6.2,4,0,10.2,1011.6,,0
8414,17023000,2,광양시,5.4,0,0,8.8,1013.4,,6.4
8418,35665000,2,광양시,5.4,0,0,7.4,1015.8,,7
8419,15908000,2,광양시,6.3,0,0,6.7,1014.8,,7.3
8420,15820000,2,광양시,8,0,0,3.5,1016.7,,1.1
8421,9116000,2,광양시,5.9,0,0,10.1,1015.3,,6.6
8422,17965000,2,광양시,1.9,0,0,8.8,1021.5,,7.3
8423,10743000,2,광양시,3.6,3,0,8.5,1020.7,,0.1
8424,28215000,3,광양시,4.9,0,0,6,1016.4,,10.5
8425,9793000,3,광양시,4,9,0,8.2,1009.3,,0.8
8426,14453000,3,광양시,1,0,0,9.9,1013.4,,9.1
8427,13452000,3,광양시,3,0,0,5.7,1022.9,,6.8
8428,13307000,3,광양시,6.5,0,0,7.2,1020.3,,9.5
8429,12160000,3,광양시,7.7,0,0,3.4,1019.1,,10.4
8430,36417000,3,광양시,6.2,0.1,0,13.3,1015.2,,9.6
8431,12579000,3,광양시,-0.6,0,0,12.3,1020.8,,10.7
8432,10150000,3,광양시,4.5,0,0,11.9,1017.6,,10.1
8433,14603000,3,광양시,5.4,0,0,8.3,1018,,10.8
8434,13728000,3,광양시,7,3.5,0,6.9,1017.8,,2
8435,10870000,3,광양시,7.4,0,0,4.1,1020.5,,9.1
8436,35745000,3,광양시,12.2,0,0,3.3,1017.4,,9.6
8437,15777000,3,광양시,14.1,0,0,5,1013.5,,7.2
8438,9289000,3,광양시,11.5,43.5,0,12.9,1004.5,,0
8439,9615000,3,광양시,13,0.5,0,7.4,1007.5,,4.7
8440,16383000,3,광양시,14.5,0,0,4.5,1014.7,,5.2
8441,10369000,3,광양시,16.8,0,0,6.3,1012.4,,10.2
8442,33132000,3,광양시,7.8,0,0,11.2,1021.6,,11.3
8443,12356000,3,광양시,7.7,0,0,6.8,1027.3,,10.4
8444,14553000,3,광양시,9.1,0,0,4.3,1031.9,,11.2
8445,11214000,3,광양시,11.1,0,0,4.8,1029.1,,11.4
8446,16676000,3,광양시,12,0,0,3.9,1022.2,,8.6
8447,9791000,3,광양시,13.5,0,0,5.4,1014.7,,4.4
8448,24298000,3,광양시,15.3,0,0,4.6,1017.1,,9.6
8449,13466000,3,광양시,14.1,8,0,2.1,1012.3,,0
8450,9978000,4,광양시,13.3,2.5,0,9.3,1010.8,,0
8451,11202000,4,광양시,12.6,6,0,8.2,1001.4,,0
8452,11616000,4,광양시,16.7,10,0,8,998.9,,4.9
8453,11945000,4,광양시,11.8,49.5,0,9.3,1010.8,,4.3
8454,27834000,4,광양시,11.8,16.5,0,5.8,1012.8,,0
8455,9469000,4,광양시,9.4,1,0,6.1,1019.4,,0.1
8456,12672000,4,광양시,9.9,0,0,5.8,1023.2,,3.4
8457,12666000,4,광양시,10.9,0,0,5.4,1021.3,,8.1
8458,16663000,4,광양시,12.8,0,0,7.3,1018.5,,8.7
8459,8141000,4,광양시,13.7,0,0,4.8,1022.9,,11.4
8460,30789000,4,광양시,11.2,2,0,13.2,1010.3,,0.2
8461,11054000,4,광양시,9.5,11.5,0,9,1004.7,,7.8
8462,14609000,4,광양시,13.3,0,0,9.9,1006.7,,11.3
8463,12330000,4,광양시,13.3,0.5,0,12.9,1005.6,,5.9
8464,14504000,4,광양시,13,0,0,5.7,1014.3,,10.1
8465,11344000,4,광양시,13.5,8,0,5.1,1013.3,,4.2
8466,26900000,4,광양시,13.3,18.5,0,7.8,999.8,,0
8467,12755000,4,광양시,14.9,0,0,4.3,1012.5,,10.9
8468,14296000,4,광양시,16.6,0,0,8.8,1015.3,,11.9
8469,11955000,4,광양시,15.5,0,0,5.1,1018.8,,9.7
8470,14634000,4,광양시,17.8,0,0,6.6,1016,,10.2
8471,10375000,4,광양시,18,0,0,5,1016.9,,12.6
8472,33666000,4,광양시,19.3,0,0,4.5,1014.5,,12.2
8473,11203000,4,광양시,16.2,6.5,0,6.3,1012.2,,0.1
8474,10247000,4,광양시,15.5,69,0,8.2,1009.8,,0
8475,11942000,4,광양시,18.5,0,0,6.1,1010.3,,7.7
8476,30191000,5,광양시,19.2,1,0,5.2,1009.8,,7.4
8477,29599000,5,광양시,18.3,0,0,9.8,1004.4,,10.7
8478,13597000,5,광양시,15.5,0,0,5.6,1008.3,,12.9
8479,16445000,5,광양시,16.2,0,0,3.7,1009.8,,3.1
8480,10071000,5,광양시,18.6,0,0,4.6,1010,,12.6
8481,14202000,5,광양시,19.1,0,0,3.8,1010.3,,9.3
8482,7347000,5,광양시,18.6,1,0,5,1009,,8
8483,29289000,5,광양시,16.7,84,0,8.1,1001.8,,0.8
8484,10234000,5,광양시,16.1,4,0,11.1,1000.4,,8.9
8485,16247000,5,광양시,20.3,0,0,9.2,1003.4,,12.9
8486,13553000,5,광양시,19.3,0,0,3.6,1007.1,,3.4
8487,9659000,5,광양시,21.6,2,0,4.5,1006.3,,5.6
8488,11431000,5,광양시,19.3,0.1,0,4.9,1006.7,,12
8489,32861000,5,광양시,14.9,14,0,4.9,1001.7,,0
8490,12575000,5,광양시,20.2,0,0,4.9,1003.6,,13.1
8491,13759000,5,광양시,19.8,0,0,9.8,1004.9,,13
8492,11333000,5,광양시,21.2,0,0,5.8,1011.6,,12
8493,13153000,5,광양시,22.5,0,0,4.7,1011.8,,10.4
8494,13315000,5,광양시,21.3,0,0,3.7,1008.2,,4.3
8495,29609000,5,광양시,23.8,0,0,4.7,1006.2,,13.2
8496,17647000,5,광양시,25.6,0,0,4.8,1008.2,,13.3
8497,13244000,5,광양시,25.1,0,0,4.2,1007.5,,12.1
8498,1893000,5,광양시,23.4,0,0,5.7,1006.6,,9.4
8499,15951000,5,광양시,24.4,0,0,4.2,1004.9,,12.8
8500,8060000,5,광양시,20.8,9.5,0,3.1,1001.9,,0.1
8501,15589000,6,광양시,23.8,0,0,4.2,1008.3,,12.2
8502,9660000,6,광양시,21.7,0.1,0,3.5,1004.6,,0.8
8503,10974000,6,광양시,24.1,0.1,0,7.4,1002.9,,10.1
8504,13480000,6,광양시,23.2,0,0,4.6,1008.5,,11.1
8505,16348000,6,광양시,17.1,9,0,5.7,1004.2,,3
8506,12741000,6,광양시,20.2,0,0,4.1,1008.4,,3
8507,39185000,6,광양시,19.7,3,0,3.2,1004.2,,0
8508,13831000,6,광양시,23.1,0,0,3.5,1004.6,,7.8
8509,15948000,6,광양시,23.8,0,0,4.7,1006.4,,10.5
8510,14756000,6,광양시,21.4,2,0,6.2,1001.1,,0
8511,17657000,6,광양시,25.2,0,0,6.3,1002.2,,11.6
8512,15141000,6,광양시,22.7,0,0,5.3,1006,,1.5
8513,41562000,6,광양시,23.6,0,0,4.2,1005.8,,3.5
8514,16264000,6,광양시,24.5,0,0,4.2,1002.6,,5.2
8515,18605000,6,광양시,20.6,0.5,0,5.4,1003.2,,0
8516,14017000,6,광양시,24.3,0.5,0,9,1002.2,,9.4
8517,19999000,6,광양시,24.3,0,0,6.2,1006,,7
8518,13231000,6,광양시,20.7,7,0,3.3,1007.9,,0
8519,38282000,6,광양시,22,0,0,3.9,1009.2,,3.8
8520,16052000,6,광양시,24.1,0,0,4.2,1008.8,,10.4
8521,19524000,6,광양시,22.7,0,0,4.7,1006.7,,0.8
8522,15168000,6,광양시,22.2,30,0,6.2,998.5,,0
8523,14266000,6,광양시,22.5,7,0,6.6,992.1,,1.8
8524,16415000,6,광양시,20.8,2,0,4.2,1000.8,,0
8525,35826000,6,광양시,23.5,0,0,3.9,1004.5,,5.1
8526,15498000,6,광양시,20.5,23.5,0,6.9,993.4,,0
8527,15328000,7,광양시,23.8,0,0,5.7,992.5,,8.4
8528,18358000,7,광양시,23.9,0,0,3.5,999.9,,10.3
8529,19087000,7,광양시,25.1,0,0,5.8,1003.1,,9.6
8530,12951000,7,광양시,22.3,0,0,4.4,1006.9,,2.8
8531,37642000,7,광양시,22.4,0,0,3.8,1009.7,,2.2
8532,15137000,7,광양시,19.3,12.5,0,9.9,1007.7,,0
8533,12749000,7,광양시,21.7,20,0,7,1007.8,,0
8534,11352000,7,광양시,24,10.5,0,7.3,1011.8,,3.4
8535,19654000,7,광양시,26.2,0,0,6.2,1010.3,,12.2
8536,12003000,7,광양시,25.2,19.5,0,7.9,1006,,0.5
8537,21371000,7,광양시,23.6,1,0,6.5,994.5,,1.4
8538,19411000,7,광양시,26.1,0,0,4.2,1002.5,,9.7
8539,19604000,7,광양시,27.3,0,0,6.2,1003.3,,4.4
8540,13055000,7,광양시,25.5,0,0,10.9,1001.7,,12
8541,19278000,7,광양시,23.1,0,0,5.1,1002.7,,2.4
8542,14634000,7,광양시,23.9,0,0,3.1,1007.9,,3.2
8543,36685000,7,광양시,25.3,3,0,5.3,1007,,3.2
8544,7892000,7,광양시,24.4,8.5,0,3.8,1005.9,,0
8545,7800000,7,광양시,25.7,1,0,4.6,1005.5,,1.4
8546,6754000,7,광양시,26.3,9,0,4.7,1007.3,,0.7
8547,5782000,7,광양시,25.9,2,0,5.2,1006.5,,0
8548,6369000,7,광양시,27.2,0,0,5,1007.2,,9
8549,15707000,7,광양시,28.7,0,0,5.2,1006.4,,6.8
8550,14196000,7,광양시,28.8,0,0,5.4,1006.4,,3.7
8551,15720000,7,광양시,29.8,0,0,4.8,1005.9,,9.1
8552,13167000,7,광양시,29.8,0,0,4.5,1007.6,,10.6
8553,15490000,7,광양시,29.3,0,0,4.7,1007.9,,10
8554,13913000,8,광양시,29.1,0,0,4.6,1009.2,,10.6
8555,33814000,8,광양시,28.8,0,0,4.9,1008.3,,12
8556,13534000,8,광양시,28.8,0,0,5.2,1006.3,,12.1
8557,16313000,8,광양시,29.8,0,0,4.5,1006.7,,12.3
8558,15069000,8,광양시,30.4,0,0,3.5,1009.7,,12.7
8559,18109000,8,광양시,30.9,0,0,4.2,1012.8,,12.4
8560,11626000,8,광양시,30,0,0,6,1010.4,,10.6
8561,29806000,8,광양시,29.8,0,0,3.7,1006.6,,6.3
8562,12240000,8,광양시,25.4,17.5,0,7.2,1005.8,,0
8563,11603000,8,광양시,23.9,1.5,0,9,1000.9,,0.3
8564,12371000,8,광양시,27,0,0,4.6,1003.3,,5.2
8565,12458000,8,광양시,27.2,0,0,3.9,1004.2,,11.2
8566,11381000,8,광양시,28.1,0,0,3.8,1006.3,,11.3
8567,26294000,8,광양시,27.7,0,0,6.6,1004.9,,9.8
8568,12292000,8,광양시,26.3,0,0,5.7,1009.7,,3.9
8569,11805000,8,광양시,26.7,0,0,5.8,1010.7,,1.3
8570,10445000,8,광양시,25.2,2.5,0,5.1,1006.6,,0
8571,8970000,8,광양시,25.1,71.5,0,10.1,1001.6,,2.7
8572,8091000,8,광양시,25.5,0,0,3.4,1004.3,,0.1
8573,9777000,8,광양시,24.6,2,0,8.8,1001,,0
8574,3942000,8,광양시,23.1,13.5,0,12.2,993.7,,0
8575,3726000,8,광양시,25.2,0,0,5.6,1001.2,,9.7
8576,11906000,8,광양시,24.9,0,0,5,1006.4,,7.7
8577,14739000,8,광양시,25.9,0,0,4,1006.2,,6.8
8578,12709000,8,광양시,24.9,0,0,3.2,1006.5,,5.3
8579,29829000,8,광양시,25.2,0,0,7.3,1008.9,,6.1
8580,13693000,9,광양시,23.3,45.5,0,7.3,1006.8,,1
8581,17550000,9,광양시,23.9,7.5,0,4.4,1010,,2.8
8582,19053000,9,광양시,24.2,13,0,6.6,1008.5,,7.7
8583,14149000,9,광양시,25,0,0,3.4,1010.4,,8.8
8584,10370000,9,광양시,22.4,24.5,0,5.5,1005.6,,0.1
8585,25806000,9,광양시,22.7,0,0,9.9,1007.7,,9.3
8586,11338000,9,광양시,21.5,0,0,8,1012.3,,11.7
8587,12339000,9,광양시,23.7,0,0,10.4,1011.4,,11.7
8588,9903000,9,광양시,23.4,0,0,4.4,1010.9,,11.6
8589,10863000,9,광양시,24.1,0,0,4.8,1007.6,,9
8590,11027000,9,광양시,20.6,0.4,0,4.2,1007.6,,0
8591,16700000,9,광양시,21.5,0,0,6.2,1018.9,,10
8592,7463000,9,광양시,21.1,0,0,8.8,1017.3,,9.9
8593,7587000,9,광양시,20.4,14.5,0,8.5,1013.9,,2.9
8594,9992000,9,광양시,21.3,1,0,9.2,1012.9,,8
8595,5742000,9,광양시,22.5,0,0,7.6,1014,,10.1
8596,7094000,9,광양시,22.4,0,0,3.1,1010.9,,8
8597,14460000,9,광양시,23.8,0,0,4.4,1011.9,,10.1
8598,7375000,9,광양시,22.2,0,0,5,1013.6,,11.1
8599,7680000,9,광양시,19.6,25.5,0,8.4,1006,,0
8600,3589000,9,광양시,22.7,0,0,8.8,1004,,3.7
8601,4093000,9,광양시,22.7,0,0,6.2,1005.3,,1.5
8605,1411000,9,광양시,18.5,3.5,0,8.3,1015.9,,0
8606,1170000,10,광양시,19.5,39,0,9.5,996.6,,0
8607,1140000,10,광양시,17.6,0,0,7,1008.3,,10.8
8608,2661000,10,광양시,19.5,0,0,5,1016.9,,8.3
8609,7011000,10,광양시,20,0,0,4.3,1020,,8.9
8610,9134000,10,광양시,20.4,0,0,3.5,1017.6,,10.6
8611,14079000,10,광양시,19.9,0,0,3.5,1014.6,,8.1
8612,13567000,10,광양시,19.5,0,0,3.8,1009.6,,4.9
8613,12636000,10,광양시,18,0,0,6.6,1009.4,,7.2
8614,10359000,10,광양시,16.8,0.2,0,7.6,1008.7,,6.4
8615,27842000,10,광양시,15.2,0,0,8.5,1015.1,,8.1
8616,13595000,10,광양시,17.4,0,0,6,1018.2,,10.5
8617,15160000,10,광양시,18.7,0,0,3.5,1017.9,,10.6
8618,12939000,10,광양시,19.3,0,0,3.1,1017.3,,9.3
8619,14118000,10,광양시,19.4,0,0,3,1016.5,,8.9
8620,12539000,10,광양시,19.7,0,0,3.8,1017.9,,10.3
8621,30287000,10,광양시,19.9,0,0,4.5,1014.3,,9.8
8622,14242000,10,광양시,20.4,0,0,4.6,1014.5,,8.5
8623,13559000,10,광양시,20.4,0,0,4,1016,,8.2
8624,11998000,10,광양시,19.2,0,0,6.5,1018.5,,7.1
8625,13820000,10,광양시,19.6,0,0,3.2,1016.3,,8.4
8626,11625000,10,광양시,19,0,0,7.7,1015.3,,9
8627,29700000,10,광양시,16.1,0,0,6.5,1015.7,,8.2
8628,12185000,10,광양시,15.5,8.5,0,9.9,1007,,5.1
8629,14504000,10,광양시,14,0,0,7.1,1016.5,,9.3
8630,11663000,10,광양시,14.8,0,0,6.2,1019.4,,7.1
8631,14060000,10,광양시,11.8,0,0,7.3,1022,,9.5
8632,11201000,10,광양시,10.5,0,0,4.3,1025.6,,10.2
8633,26378000,11,광양시,12.6,0,0,6.7,1019.7,,8.5
8634,9704000,11,광양시,14.6,0,0,2.5,1024.6,,9.9
8635,14353000,11,광양시,15.5,0,0,2.6,1025.7,,9.6
8636,12540000,11,광양시,17.5,0,0,5.4,1021.5,,8.8
8637,13832000,11,광양시,16.3,3.5,0,9,1023.1,,3
8638,11158000,11,광양시,14.8,29,0,8.2,1016.1,,0
8639,29837000,11,광양시,15.6,1,0,7.1,1014.2,,7.3
8640,14441000,11,광양시,14.4,0,0,5.3,1018.6,,8.1
8641,15163000,11,광양시,15.7,0,0,6.5,1024,,6.6
8642,14031000,11,광양시,16.4,0,0,9.1,1025.9,,6.4
8643,15132000,11,광양시,12.9,21,0,12.5,1013.4,,0
8644,10352000,11,광양시,15.8,0.5,0,5.4,1011.5,,0.1
8645,32354000,11,광양시,15.7,16,0,4.5,1014,,0
8646,12545000,11,광양시,16.6,0,0,6.5,1013.7,,1.3
8647,16926000,11,광양시,13.1,9.5,0,12.5,1014.1,,0
8648,13042000,11,광양시,12.4,0.5,0,6.8,1020.5,,0
8649,15115000,11,광양시,14.7,0.5,0,3.8,1020.2,,5.4
8650,13820000,11,광양시,11.6,0.2,0,5.3,1023.9,,0
8651,33192000,11,광양시,14.2,0.5,0,5.7,1020.3,,0
8652,16041000,11,광양시,11.8,0,0,8.5,1020.8,,5.6
8653,16499000,11,광양시,7.5,6,0,8.1,1015.4,,0.9
8654,13254000,11,광양시,2.5,0.5,0,9.1,1014,,6.6
8655,15266000,11,광양시,3.3,0.4,0,7.4,1018.5,,5.6
8656,13239000,11,광양시,6.1,0,0,5.3,1027.4,,6.9
8657,36045000,11,광양시,9.6,0,0,6.4,1021,,8.4
8658,16367000,12,광양시,9.1,0,0,3,1022.8,,8.6
8659,17902000,12,광양시,10.2,1,0,8.6,1011.3,,0
8660,14504000,12,광양시,4.9,0.5,0,11.8,1012.5,,4.8
8661,16063000,12,광양시,4.3,0.4,0,8.7,1017.8,,2.5
8662,15377000,12,광양시,5.9,0,0,8.9,1022.8,,2.6
8663,38659000,12,광양시,7.3,0,0,3.7,1025.9,,9.1
8664,17448000,12,광양시,8.4,0,0,2.9,1028.5,,8.7
8665,16979000,12,광양시,10.2,0,0,4.1,1025.7,,1.3
8666,14329000,12,광양시,11.9,14.5,0,10.2,1006.9,,0
8667,13793000,12,광양시,9.3,8.5,0,7.1,1006.6,,0
8668,15189000,12,광양시,8.8,0,0,8.8,1021.5,,6.4
8669,38196000,12,광양시,10,1.5,0,5.2,1016.7,,0
8670,15176000,12,광양시,8.7,0.1,0,7.2,1014.3,,1.5
8671,16546000,12,광양시,3.9,0.5,0,11.6,1015.7,,6.1
8672,12288000,12,광양시,0.3,0,0,8.1,1020.7,,9.1
8673,14487000,12,광양시,2,0,0,5.5,1029,,9.1
8674,13735000,12,광양시,4.8,0,0,4.5,1031.8,,9.1
8675,30285000,12,광양시,7.9,1.5,0,7.4,1023.7,,4.8
8676,15268000,12,광양시,8.6,0.1,0,5.5,1023.4,,7.3
8677,13112000,12,광양시,10.2,2.5,0,4.7,1018.1,,0
8678,12522000,12,광양시,8,0,0,6.8,1015.2,,3.3
8679,13414000,12,광양시,4.1,0,0,8.1,1017.9,,9.2
8680,13107000,12,광양시,6.2,0,0,7.3,1017.7,,7.4
8681,33779000,12,광양시,0.6,0,0,9.2,1029,,9.1
8682,10861000,12,광양시,2.2,0,0,5.2,1029.2,,9.1
8683,13487000,12,광양시,3.9,0,0,3.9,1026.5,,8.2
8684,13108000,12,광양시,4.6,0,0,7.9,1026.1,,8.8
4369,34868900,1,광주,-3.7,5,8,8.6,1022.9,,4.4
4370,41039000,1,광주,-2.3,4.6,8.6,8.6,1024.1,,4.1
4371,41406900,1,광주,-1.9,0,0,4.8,1020.8,,7.4
4372,54920450,1,광주,3.4,0,0,4.1,1017.1,,8.2
4373,43773300,1,광주,5.2,12,0,5.6,1009.5,,3.9
4374,39419000,1,광주,2.5,1.5,0,9.9,1008.6,,8.4
4375,37205650,1,광주,-1.4,0,0,9.5,1021.3,,9.1
4376,36767400,1,광주,-0.3,0,0,8.3,1025,,8.8
4377,38411500,1,광주,2,0,0,7.4,1024.5,,6.7
4378,38691250,1,광주,3,0,0,7.3,1023.8,,9.2
4379,42228600,1,광주,1.4,0,0,9.1,1022.7,,8
4380,43438300,1,광주,-0.1,0,0,8.7,1030,,9.3
4381,38472050,1,광주,3.3,0,0,5,1031.2,,5.2
4382,36411500,1,광주,4.8,0,0,5.6,1021.6,,0
4383,37448050,1,광주,3.5,0,0,5.1,1020.5,,6.6
4384,34831500,1,광주,1.7,0.5,0,14.7,1020.3,,0
4385,36914200,1,광주,0.2,0,0,10.3,1023.8,,9.4
4386,48881350,1,광주,0.3,1.5,0,10.1,1019.2,,6.5
4387,42829100,1,광주,3.3,0,0,8,1020.6,,6.7
4388,38426900,1,광주,2.6,0,0,6.1,1025.1,,8.5
4389,33360650,1,광주,4.2,6.5,0,5.4,1018.5,,0
4390,39319500,1,광주,3.6,0,0,6.6,1017.4,,1.6
4391,38071100,1,광주,2.3,0,0,5.1,1021.9,,8.2
4392,38142950,1,광주,3.7,0,0,6.1,1024.7,,7.8
4393,45181650,1,광주,6.5,8,0,9.3,1020,,0.3
4394,45460150,1,광주,6.7,1,0,7.7,1018.4,,0
4395,37143700,1,광주,0.5,0,0,7.4,1023,,6.4
4396,34008550,1,광주,-1.5,0,0,7.1,1026.2,,8.2
4397,31629200,1,광주,0,6.5,0.9,4.3,1024.8,,0
4398,34806700,1,광주,0,0.1,0.1,11.7,1024.2,,8.1
4399,35821600,1,광주,-1.8,0,0,10,1030,,9.6
4400,44162200,2,광주,-0.8,0,0,5.4,1031,,9.9
4401,42207500,2,광주,1.6,0,0,7.1,1029.1,,8.5
4402,35151850,2,광주,1.5,0,0,6.1,1027.3,,8.6
4403,32798950,2,광주,1.5,0,0,6.2,1021.9,,2.8
4404,31948050,2,광주,1.3,0.4,1.1,8.4,1023,,5.4
4405,35892650,2,광주,2.5,0,0,5.9,1025,,9.2
4406,37402900,2,광주,2.5,0,0,6.7,1020.9,,0.7
4407,37038450,2,광주,-4,0,0,11.1,1021.4,,7.4
4408,40825900,2,광주,-3.1,0,0,7.7,1026.2,,8.8
4409,38475850,2,광주,3.6,0,0,10.4,1018.3,,8
4410,37878200,2,광주,5.6,0,0,8.7,1012.1,,6.4
4411,34746500,2,광주,1.5,0,0,11.1,1012.5,,9.3
4412,36789900,2,광주,0,0,0,7.2,1019.4,,10.1
4413,42067950,2,광주,3.3,0,0,5.2,1021,,9.6
4414,47062450,2,광주,7.2,10.5,0,7.1,1016.8,,0
4415,54153950,2,광주,7.1,4.5,0,7.7,1012.2,,0
4416,62817650,2,광주,4.4,0,0,10.7,1016.2,,5.6
4421,50035050,2,광주,5.8,1.5,0,7.8,1014.5,,6
4422,45981550,2,광주,3.6,0,0,8,1019.1,,7.4
4423,44553500,2,광주,4.3,0,0,6.1,1017.4,,8.7
4424,41023800,2,광주,5.7,0,0,4.7,1017.2,,0.6
4425,38958400,2,광주,4.2,0,0,10.1,1017.5,,7.9
4426,37822850,2,광주,0.7,0,0,11.1,1025.1,,9.5
4427,39485850,2,광주,2.8,3.5,0,7.8,1022.5,,0.1
4428,52886000,3,광주,3.3,1,0,8.2,1019.7,,5.1
4429,46582300,3,광주,4.4,0,0,7.1,1017.1,,10.5
4430,37029000,3,광주,4.1,4,0,8.6,1010.4,,2.7
4431,34765250,3,광주,0.4,0,0,11.4,1017.9,,9.5
4432,36976850,3,광주,1.8,0,0,7.5,1023.5,,6.6
4433,36397000,3,광주,5.1,0,0,5.6,1021.4,,9.1
4434,38742800,3,광주,6,0,0,6.5,1021.1,,10.7
4435,50406650,3,광주,8.6,0,0,7.5,1019.1,,9.8
4436,40477850,3,광주,4.4,0.5,0,12.8,1019.3,,9
4437,31962950,3,광주,-1,0,0,11.9,1025.8,,9.9
4438,34952350,3,광주,3.9,0,0,11,1020.7,,10.3
4439,36791500,3,광주,5.1,0,0,9.1,1019.8,,10.5
4440,31855050,3,광주,5.8,3.5,0,6.1,1019.2,,0
4441,39774650,3,광주,5.4,0,0,7.7,1022.5,,8.4
4442,41893900,3,광주,7.8,0,0,5,1019.9,,8.7
4443,44712600,3,광주,12.8,0,0,5.3,1017.7,,9.9
